Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,512 GB,Việt Nam,"808/6 CMT8, P5, Tân Bình",24.890.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,256 GB,Mỹ,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",5.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Mỹ,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",9.290.000
Oppo,Find X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Đang cập nhật,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.100.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Mỹ,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",9.290.000
Oppo,Find X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Đang cập nhật,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",2.100.000
Apple,iPhone 12,Mới,Còn bảo hành,Màu khác,64 GB,Mỹ,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",5.990.000
Apple,iPhone 6 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,64 GB,Việt Nam,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",550.000
Google,Pixel 7,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Mỹ,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",6.990.000
Samsung,Galaxy S24,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Tím,256 GB,Việt Nam,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",13.890.000
Apple,iPhone 6S plus,Đã sử dụng (chưa sửa chữa),1 tháng,Vàng,64 GB,Đang cập nhật,Hẻm 250 Đường số 6,2.050.000
Huawei,Nova 2i,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh",900.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Việt Nam,"Phường 5, Quận 3, Tp Hồ Chí Minh",18.900.000
Xiaomi,Mi 11 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",7.450.000
Samsung,Galaxy Note 9,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,128 GB,Hàn Quốc,Phố Quan Nhân,3.200.000
Oppo,Reno,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Đang cập nhật,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",4.599.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,Đang cập nhật,In trên bao bì,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",3.900.000
Apple,iPhone 11 Pro Max,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng,256 GB,Việt Nam,"Xã Hoà Long, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",6.000.000
Samsung,Galaxy A9,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",950.000
Samsung,Galaxy A12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Đang cập nhật,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",1.700.000
Vivo,Dòng khác,Mới,Còn bảo hành,Tím,256 GB,Việt Nam,"Phường 9, Quận 11, Tp Hồ Chí Minh",7.300.000
Samsung,Galaxy Note 10 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,256 GB,Việt Nam,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",3.750.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,128 GB,Nước khác,"Phường 14, Quận 11, Tp Hồ Chí Minh",7.490.000
Apple,iPhone XS Max,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",4.500.000
Apple,iPhone XS Max,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",4.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),4-6 tháng,Vàng,256 GB,Mỹ,15 nguyễn bỉnh khiêm,8.500.000
Xiaomi,Redmi Note 13,Mới,Còn bảo hành,Đen,128 GB,Việt Nam,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",3.700.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",9.400.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Tím,256 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",22.500.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,64 GB,Mỹ,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",6.500.000
Samsung,Galaxy Z Fold4,Đã sử dụng (chưa sửa chữa),1 tháng,Vàng,256 GB,Việt Nam,"Phường 10, Quận 3, Tp Hồ Chí Minh",10.800.000
Honor,Magic6 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Đang cập nhật,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",14.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,Đang cập nhật,In trên bao bì,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",5.490.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,64 GB,Đang cập nhật,Đường Kinh Dương Vương,2.950.000
Huawei,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng hồng,256 GB,Đang cập nhật,"Phường An Phú, Thành phố Thuận An, Bình Dương",3.900.000
Samsung,Galaxy A14,Mới,7-12 tháng,Trắng,128 GB,Việt Nam,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",2.500.000
Samsung,Galaxy S21 Ultra,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,128 GB,Đang cập nhật,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",7.990.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,Đường Lê Quang Định,3.500.000
Asus,ROG Phone,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 10, Quận 10, Tp Hồ Chí Minh",16.400.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,64 GB,Đang cập nhật,"Phường Phúc Lợi, Quận Long Biên, Hà Nội",4.180.000
Oppo,F3 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,64 GB,Đang cập nhật,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",400.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,128 GB,Việt Nam,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",18.800.000
Samsung,Galaxy S10,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,256 GB,Hàn Quốc,"Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",3.800.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Mỹ,"Phường 13, Quận 10, Tp Hồ Chí Minh",11.500.000
Blackberry,Bold 9900,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,16 GB,Mỹ,125/9 Đường Vạn Kiếp,350.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đỏ,128 GB,Việt Nam,bệnh Viện 512 Giường,9.700.000
Samsung,Galaxy A15	,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",3.600.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),3 tháng,Đen bóng - Jet black,256 GB,Nước khác,"Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",8.000.000
Xiaomi,Mi 9T Pro,Đã sử dụng (qua sửa chữa),Hết bảo hành,Đỏ,64 GB,Trung Quốc,"Phường Thống Nhất, Thành phố Buôn Ma Thuột, Đắk Lắk",1.650.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,256 GB,Nước khác,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",7.399.000
Oppo,Find N3 Flip,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Việt Nam,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",12.590.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,64 GB,Đang cập nhật,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",4.500.000
Samsung,Galaxy A51,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh lá,128 GB,Đang cập nhật,"Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",2.750.000
Samsung,Galaxy A12,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Hàn Quốc,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",1.590.000
Oppo,Reno11 Pro,Mới,7-12 tháng,Bạc,512 GB,Việt Nam,"Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội",10.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Tím,256 GB,Việt Nam,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",18.500.000
Apple,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Việt Nam,"Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh",2.400.000
Xiaomi,Redmi Note 12 Turbo,Mới,>12 tháng,Trắng,256 GB,Việt Nam,18 Ngõ 599 Phạm Văn Đồng,5.000.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,512 GB,Đang cập nhật,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",21.500.000
Samsung,Galaxy A31,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",1.800.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Vàng,256 GB,Mỹ,15 Nguyễn Bỉnh Khiêm,16.500.000
Vsmart,Active 3,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,64 GB,Nước khác,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long",1.500.000
Xiaomi,Redmi K40,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Trung Quốc,"Phường Định Công, Quận Hoàng Mai, Hà Nội",3.150.000
Samsung,Galaxy A52s,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",2.250.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",23.900.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Hàn Quốc,"Phường 8, Thành phố Vĩnh Long, Vĩnh Long",4.500.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Trắng,256 GB,Trung Quốc,86/2 Trương Định,5.600.000
Apple,Dòng khác,Mới,Còn bảo hành,Màu khác,8,Nước khác,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",3.579.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,Đường Chu Văn An,18.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Mỹ,Trại Cúp - Bá Hiến- Bình Xuyên- Vĩnh Phúc,7.500.000
Samsung,Galaxy J7 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,32 GB,Việt Nam,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",650.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,128 GB,Đang cập nhật,"Phường 3, Thành phố Tây Ninh, Tây Ninh",6.500.000
Sony,Xperia 5,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Đang cập nhật,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",3.590.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Mỹ,"Phường Phú La, Quận Hà Đông, Hà Nội",7.500.000
Samsung,Galaxy J8,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Việt Nam,125/9 Đường Vạn Kiếp,1.400.000
Oppo,A79,Đã sử dụng (chưa sửa chữa),4-6 tháng,Tím,256 GB,Đang cập nhật,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",4.200.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,64 GB,Mỹ,"Phường Kim Liên, Quận Đống Đa, Hà Nội",7.300.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh dương,128 GB,Việt Nam,"Xã Kim Chung, Huyện Đông Anh, Hà Nội",21.686.000
Apple,iPhone 16 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,128 GB,Việt Nam,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",26.790.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Việt Nam,"Phường 5, Quận 3, Tp Hồ Chí Minh",18.900.000
Nubia,Red Magic,Đã sử dụng (chưa sửa chữa),1 tháng,Bạc,256 GB,Trung Quốc,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",14.850.000
Oppo,A31,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xám,256 GB,Việt Nam,"Phường 8, Quận 6, Tp Hồ Chí Minh",2.000.000
Sony,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Xanh dương,128 GB,Nhật Bản,131 trần Phú,2.700.000
Xiaomi,Dòng khác,Đã sử dụng (qua sửa chữa),Hết bảo hành,Trắng,256 GB,Nước khác,"Phường Phong Khê, Thành phố Bắc Ninh, Bắc Ninh",7.700.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Trung Quốc,Garage Oto Thanh Thanh Mai,2.000.000
Oppo,Dòng khác,Mới,7-12 tháng,Bạc,Việt Nam,In trên bao bì,Đường Phạm Viết Chánh,10.000.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,256 GB,Mỹ,Quanh Tp Hưng Yên,9.000.000
Xiaomi,Redmi K40s,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,256 GB,Nước khác,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",3.850.000
Oppo,A3S,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,32 GB,Nước khác,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long",850.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Mỹ,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",24.290.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,64 GB,Mỹ,"Phường 4, Thành phố Đà Lạt, Lâm Đồng",5.900.000
Xiaomi,Redmi Note 13,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Việt Nam,Hẻm 1225 Đường Huỳnh Tấn Phát,3.200.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Mỹ,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",9.500.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),3 tháng,Đỏ,256 GB,Trung Quốc,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",13.400.000
Apple,iPhone 13,Mới,Còn bảo hành,Màu khác,Mỹ,Khoá mạng (lock),"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",6.880.000
Sony,Xperia 1,Đã sử dụng (chưa sửa chữa),4-6 tháng,256 GB,Đang cập nhật,In trên bao bì,Đường Lũy Bán Bích,15.290.000
Samsung,Galaxy A13,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1.890.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),3 tháng,Đỏ,128 GB,Nước khác,"Phường 8, Quận 10, Tp Hồ Chí Minh",9.900.000
Samsung,Galaxy A12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",1.799.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15.900.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,256 GB,Việt Nam,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",26.000.000
Xiaomi,11T Pro,Mới,Còn bảo hành,Xám,512 GB,Nước khác,"Phường 15, Quận 10, Tp Hồ Chí Minh",14.500.000
Apple,iPhone XS Max,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng,64 GB,Việt Nam,"Xã Tân Lý Đông, Huyện Châu Thành, Tiền Giang",5.000.000
Vivo,Y51,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,"Phường 3, Thành phố Tây Ninh, Tây Ninh",2.500.000
Apple,iPhone XS Max,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng,64 GB,Việt Nam,"Xã Tân Lý Đông, Huyện Châu Thành, Tiền Giang",5.000.000
Vivo,Y51,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,"Phường 3, Thành phố Tây Ninh, Tây Ninh",2.500.000
Apple,iPhone 16 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Việt Nam,"Phường 13, Quận 10, Tp Hồ Chí Minh",26.299.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,256 GB,Việt Nam,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",7.500.000
Apple,iPhone 16 Plus,Mới,Còn bảo hành,Đen,512 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",30.900.000
Apple,iPhone 11,Mới,3 tháng,Trắng,256 GB,Mỹ,"Phường 1, Quận 8, Tp Hồ Chí Minh",4.800.000
Apple,iPhone 12,Mới,Còn bảo hành,Màu khác,8,Mỹ,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",5.090.000
Tecno,Dòng khác,Mới,7-12 tháng,Trắng,64 GB,Trung Quốc,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.800.000
Samsung,Galaxy S22,Đã sử dụng (chưa sửa chữa),Còn bảo hành,128 GB,Đang cập nhật,In trên bao bì,Đường Lũy Bán Bích,6.990.000
Samsung,Galaxy Z Fold3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Việt Nam,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.999.000
Apple,iPhone XR,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Mỹ,"Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",3.100.000
Oppo,F7,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Xanh dương,Đang cập nhật,In trên bao bì,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",700.000
Xiaomi,Redmi K50,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,128 GB,Nước khác,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",4.700.000
Vivo,IQ00 Neo,Mới,7-12 tháng,Đỏ,256 GB,Nước khác,012D Tống Văn Trân,8.300.000
Xiaomi,12s,Đã sử dụng (chưa sửa chữa),3 tháng,Đen,128 GB,Việt Nam,"Phường 5, Quận 11, Tp Hồ Chí Minh",5.300.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",150.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,256 GB,Việt Nam,Đường Quang Trung,25.000.000
Samsung,Galaxy S21 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",4.900.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,64 GB,Mỹ,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",3.550.000
Samsung,Galaxy Note 20,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế",3.500.000
Samsung,Galaxy Note 20,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế",3.500.000
Google,Pixel 4 XL,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng hồng,64 GB,Việt Nam,"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",2.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",22.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,Đường Lê Đức Thọ,5.300.000
Apple,iPhone XS Max,Mới,Còn bảo hành,Màu khác,256 GB,Mỹ,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",4.590.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,512 GB,Trung Quốc,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",5.000.000
Oppo,Reno5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,128 GB,Trung Quốc,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",1.850.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Mỹ,463b Cmt8 ,8.500.000
Samsung,Galaxy S10E,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Đang cập nhật,"Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh",2.000.000
Google,Dòng khác,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh lá,128 GB,Nước khác,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",3.990.000
Oppo,A54,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",1.500.000
Samsung,Galaxy A35,Mới,Bảo hành hãng,Màu khác,128 GB,Việt Nam,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",6.299.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,512 GB,Đang cập nhật,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",16.500.000
Samsung,Galaxy J7 Plus,Đã sử dụng (chưa sửa chữa),4-6 tháng,Vàng hồng,32 GB,Hàn Quốc,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",950.000
Xiaomi,Redmi K40s,Đã sử dụng (qua sửa chữa),Hết bảo hành,Xanh lá,128 GB,Việt Nam,Ngõ 73 Yên Xá,2.600.000
Sony,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",2.400.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,256 GB,Mỹ,"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",17.500.000
Xiaomi,Redmi Note 13,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Đang cập nhật,"Phường 2, Quận 4, Tp Hồ Chí Minh",3.000.000
Oppo,F1 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Mỹ,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",500.000
Oppo,F7,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",820.000
Oppo,F7,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",820.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.500.000
Samsung,Galaxy Note 9,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Đang cập nhật,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",1.450.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Mỹ,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",20.300.000
