Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),3 tháng,Trắng,128 GB,Mỹ,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4.700.000
Samsung,Galaxy S21 FE,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Mỹ,1165 Đường Phan Văn Trị,5.390.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,64 GB,Nước khác,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",3.890.000
Samsung,Galaxy Z Flip5,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,256 GB,Việt Nam,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",9.700.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",5.990.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Mỹ,463b Cmt8,8.500.000
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Hàn Quốc,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",15.990.000
Apple,iPhone 12 Mini,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen,128 GB,Đang cập nhật,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",6.300.000
Oppo,Reno8,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,64 GB,Trung Quốc,Tổ thôn đinh an,200.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Đang cập nhật,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",22.500.000
Apple,iPhone 13 Pro Max,Mới,7-12 tháng,Xanh dương,256 GB,Việt Nam,"Phường 5, Quận 3, Tp Hồ Chí Minh",15.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,"Xã Kênh Giang, Huyện Thuỷ Nguyên, Hải Phòng",15.000.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,16 GB,Đang cập nhật,"Phường 4, Quận 8, Tp Hồ Chí Minh",600.000
Oppo,A5S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,32 GB,Đang cập nhật,"Thị trấn Châu Thành, Huyện Châu Thành, Bến Tre",750.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Nước khác,Đường An Hải 5,4.200.000
Samsung,Galaxy S20 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Mỹ,"Phường Phúc Lợi, Quận Long Biên, Hà Nội",3.333.333
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,256 GB,Mỹ,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",20.800.000
Oppo,F11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Trung Quốc,Chung cư Opal Garden,1.000.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.500.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,8 GB,Đang cập nhật,"Phường 4, Quận 8, Tp Hồ Chí Minh",180.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Trắng,128 GB,Mỹ,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",10.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",14.500.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,64 GB,Việt Nam,"Phường Hoá An, Thành phố Biên Hòa, Đồng Nai",4.500.000
Apple,iPhone 16 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Việt Nam,"Phường 13, Quận 10, Tp Hồ Chí Minh",26.290.000
Samsung,Galaxy Z Flip5,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,512 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",11.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Mỹ,"Phường Bồ Đề, Quận Long Biên, Hà Nội",4.800.000
Xiaomi,Redmi 9A,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Trung Quốc,"Xã Hương Sơn, Huyện Lạng Giang, Bắc Giang",900.000
Samsung,Galaxy S22,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Mỹ,"Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",6.890.000
Samsung,Galaxy M51,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Đang cập nhật,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3.400.000
Xiaomi,Mi 11 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",2.900.000
Samsung,Galaxy S24 Plus,Mới,Còn bảo hành,Màu khác,256 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",15.390.000
Samsung,Galaxy Note 9,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",2.990.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",15.200.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Mỹ,463b Cmt8,6.500.000
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,256 GB,Đang cập nhật,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",5.900.000
Sony,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Nhật Bản,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",7.490.000
Apple,iPhone 5SE,Đã sử dụng (chưa sửa chữa),Hết bảo hành,16 GB,Mỹ,Quốc tế,"Phường 8, Quận 11, Tp Hồ Chí Minh",580.000
Xiaomi,Redmi 13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",3.600.000
Apple,iPhone 8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,64 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",1.750.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Mỹ,"Phường 13, Quận 10, Tp Hồ Chí Minh",11.950.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Hồng,128 GB,Đang cập nhật,"Thị trấn Gia Bình, Huyện Gia Bình, Bắc Ninh",16.900.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,128 GB,Nước khác,"Phường An Thạnh, Thành phố Thuận An, Bình Dương",19.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,512 GB,Mỹ,"Phường 5, Quận 3, Tp Hồ Chí Minh",18.400.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,256 GB,Mỹ,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",17.900.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,64 GB,Mỹ,"Phường Bồ Đề, Quận Long Biên, Hà Nội",4.200.000
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,128 GB,Việt Nam,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",2.400.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12.500.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Mỹ,"Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh",9.000.000
Huawei,P30 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Việt Nam,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",3.200.000
Sony,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Nhật Bản,"Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",7.490.000
Samsung,Galaxy S21,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Việt Nam,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",1.900.000
Samsung,Galaxy S21,Mới,Còn bảo hành,Màu khác,Nước khác,In trên bao bì,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",4.990.000
Xiaomi,13 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Việt Nam,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",6.900.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Nước khác,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",8.390.000
Apple,iPhone 8,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,64 GB,Mỹ,tổ 1 quang minh mê linh HN,2.000.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Mỹ,463b Cmt8,11.500.000
Apple,iPhone 8,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,64 GB,Mỹ,tổ 1 quang minh mê linh HN,2.000.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Mỹ,463b Cmt8,11.500.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",10.500.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,64 GB,Nước khác,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",3.500.000
Xiaomi,Mi 10,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,128 GB,Trung Quốc,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",4.190.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),4-6 tháng,Xanh dương,256 GB,Việt Nam,"Phường 10, Quận 10, Tp Hồ Chí Minh",19.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Xám,64 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",3.800.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng,256 GB,Mỹ,"Phường Mỹ Hòa, Thành phố Long Xuyên, An Giang",7.800.000
Samsung,Galaxy Note 7,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Việt Nam,"Phường Thạnh Phước, Thị xã Tân Uyên, Bình Dương",1.000.000
Xiaomi,Redmi Note 13 Pro,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,256 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",5.990.000
Apple,iPhone 8 plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.400.000
Samsung,Galaxy A71,Mới,Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",1.000.000
Oppo,A91,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",2.590.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.500.000
Samsung,Galaxy S24 Ultra,Mới,Còn bảo hành,Màu khác,256 GB,Việt Nam,"90 nguyễn văn săng, Phường tân sơn nhì, tân phú, TPHCM",23.888.888
Samsung,Galaxy S20,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Mỹ,"Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",4.490.000
Xiaomi,Redmi Note 13 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen bóng - Jet black,256 GB,Việt Nam,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",4.500.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),3 tháng,Xám,512 GB,Nước khác,H5 Kdc Thạnh Mỹ.,14.200.000
Samsung,Galaxy S24 Ultra,Đã sử dụng (chưa sửa chữa),>12 tháng,Bạc,256 GB,Việt Nam,"Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",23.000.000
Oppo,A53,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 1, Thành phố Sa Đéc, Đồng Tháp",1.400.000
Samsung,Galaxy S24 Ultra,Đã sử dụng (chưa sửa chữa),>12 tháng,Bạc,256 GB,Việt Nam,"Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",23.000.000
Oppo,A53,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 1, Thành phố Sa Đéc, Đồng Tháp",1.400.000
Apple,iPhone SE,Mới,Còn bảo hành,Màu khác,Mỹ,Quốc tế,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",4.490.000
Samsung,Galaxy Note 10,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Nước khác,"Phường 12, Quận 11, Tp Hồ Chí Minh",3.600.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,64 GB,Mỹ,"Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",6.000.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đỏ,128 GB,Nước khác,"Phường 5, Quận 3, Tp Hồ Chí Minh",7.800.000
Apple,iPhone 13 Mini,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,128 GB,Hàn Quốc,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",8.490.000
Oppo,A78,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,256 GB,Việt Nam,"Phường Phước Hoà, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",3.900.000
Apple,iPhone 14 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đỏ,128 GB,Đang cập nhật,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",10.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,128 GB,Đang cập nhật,"Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",19.000.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,128 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",20.500.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,Quốc tế,In trên bao bì,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",13.500.000
Xiaomi,Redmi Note 12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.000.000
Oppo,Reno5,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Nước khác,"Phường An Phú, Thành phố Thuận An, Bình Dương",1.750.000
Vivo,Y100,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,128 GB,Việt Nam,"Phường Phước Hoà, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",4.100.000
OnePlus,Dòng Khác,Mới,1 tháng,Xanh lá,256 GB,Trung Quốc,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",11.350.000
Apple,iPhone 6S plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,16 GB,Nước khác,"Phường Gia Thụy, Quận Long Biên, Hà Nội",900.000
Xiaomi,Redmi Note 10s,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,256 GB,Mỹ,"Phường 11, Quận 6, Tp Hồ Chí Minh",18.300.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Đang cập nhật,"Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",6.600.000
Huawei,Dòng khác,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Xanh lá,256 GB,Đang cập nhật,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh",4.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,256 GB,Việt Nam,"Phường 6, Quận 6, Tp Hồ Chí Minh",19.900.000
Google,Pixel 6,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng hồng,128 GB,Đang cập nhật,"Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",5.190.000
Apple,iPhone 14 Plus,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,128 GB,Hàn Quốc,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",13.500.000
Xiaomi,14,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh lá,256 GB,Việt Nam,Phố Yên Bái 1,14.000.000
Apple,iPhone 14 Plus,Mới,Còn bảo hành,Màu khác,Mỹ,Khoá mạng (lock),"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",10.490.000
Samsung,Galaxy A82,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Nước khác,"Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",2.390.000
Google,Pixel 7 Pro,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,256 GB,Nhật Bản,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",7.990.000
Xiaomi,Redmi Note 11 Pro Plus,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Trung Quốc,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",3.250.000
Samsung,Galaxy A32,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,128 GB,Việt Nam,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",2.490.000
Apple,iPhone 13 Pro Max,Mới,Bảo hành hãng,Màu khác,256 GB,Mỹ,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",7.500.000
Xiaomi,Redmi Note 9 Pro,Đã sử dụng (qua sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Xã Hải Bối, Huyện Đông Anh, Hà Nội",1.600.000
Sony,Xperia V,Đã sử dụng (chưa sửa chữa),3 tháng,Bạc,128 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",7.290.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),1 tháng,Màu khác,64 GB,Việt Nam,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",5.800.000
Samsung,Galaxy Note 10 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Việt Nam,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",3.700.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,64 GB,Việt Nam,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.500.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",750.000
Xiaomi,Redmi Note 12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.650.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,64 GB,Đang cập nhật,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",5.900.000
Apple,iPhone 15,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,128 GB,Việt Nam,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",16.000.000
Apple,iPhone 15,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,128 GB,Việt Nam,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",16.000.000
Apple,iPhone 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,16 GB,Việt Nam,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",500.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,128 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",5.000.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Mỹ,"Xã Dương Xá, Huyện Gia Lâm, Hà Nội",19.000.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,64 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",5.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Tím,256 GB,Việt Nam,19A minh phụng,19.800.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,64 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",4.500.000
Apple,iPhone 7 plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,32 GB,Đang cập nhật,"Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",1.222.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng,256 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",15.700.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Việt Nam,"Phường 10, Quận 10, Tp Hồ Chí Minh",11.300.000
Xiaomi,13 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,256 GB,Trung Quốc,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",9.500.000
Xiaomi,Mi Note 10 Lite,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,64 GB,Đang cập nhật,"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.550.000
Vivo,IQ00 Neo,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,256 GB,Đang cập nhật,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",7.900.000
Xiaomi,Mi 11 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.990.000
Oppo,A56,Mới,3 tháng,Xanh dương,256 GB,Việt Nam,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1.850.000
Sony,Xperia 1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,256 GB,Nhật Bản,1165 Đường Phan Văn Trị,9.990.000
