Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
apple,iphone 15 pro max,moi,>12 thang,xam,256.0,viet nam,tp ho chi minh,25790000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,nuoc khac,dong thap,6700000
samsung,galaxy z fold4,da su dung qua sua chua,het bao hanh,bac,256.0,viet nam,ha noi,10790000
apple,iphone xs max,da su dung chua sua chua,>12 thang,vang,64.0,my,binh duong,7500000
samsung,z fold 6,da su dung chua sua chua,7-12 thang,mau khac,512.0,viet nam,da nang,26490000
apple,iphone 12,moi,2 thang,xanh duong,128.0,viet nam,tp ho chi minh,4500000
samsung,galaxy z flip5,da su dung chua sua chua,3 thang,xanh la,256.0,viet nam,can tho,9990000
apple,iphone 13 pro,da su dung chua sua chua,4-6 thang,vang,256.0,viet nam,hoa binh,12000000
meizu,dong khac,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,tp ho chi minh,6790000
xiaomi,redmi k70,da su dung chua sua chua,bao hanh hang,xam,256.0,dang cap nhat,soc trang,6950000
samsung,galaxy z fold5,da su dung chua sua chua,1 thang,den,256.0,han quoc,tp ho chi minh,17560000
samsung,galaxy note 10,da su dung chua sua chua,>12 thang,do,256.0,dang cap nhat,tp ho chi minh,3350000
apple,iphone xs,da su dung chua sua chua,>12 thang,den,256.0,dang cap nhat,tp ho chi minh,3590000
samsung,galaxy note 20 ultra,da su dung chua sua chua,>12 thang,den bong,256.0,dang cap nhat,tp ho chi minh,6950000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,tim,256.0,nuoc khac,tp ho chi minh,16400000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,bac,256.0,viet nam,tp ho chi minh,22500000
samsung,galaxy s20 plus,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,ha noi,3600000
oppo,a3s,moi,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,950000
samsung,galaxy s20 plus,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,ha noi,3600000
oppo,a3s,moi,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,950000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,256.0,dang cap nhat,da nang,17800000
samsung,galaxy s23,da su dung chua sua chua,7-12 thang,xam,128.0,viet nam,ha noi,8600000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,512.0,duc,ha noi,6500000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,da nang,3700000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,viet nam,can tho,24900000
vivo,dong khac,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,dak lak,2950000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,mau khac,256.0,viet nam,ha noi,22999999
huawei,y9 prime,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,tp ho chi minh,1000000
apple,iphone 15 pro,da su dung chua sua chua,7-12 thang,den,128.0,viet nam,ha noi,20000000
sharp,dong khac,da su dung chua sua chua,2 thang,den,128.0,dang cap nhat,can tho,3990000
apple,iphone 15 pro,da su dung chua sua chua,7-12 thang,den,128.0,viet nam,ha noi,20000000
sony,dong khac,da su dung chua sua chua,con bao hanh,mau khac,128.0,nhat ban,tp ho chi minh,4790000
huawei,dong khac,da su dung chua sua chua,bao hanh hang,tim,256.0,dang cap nhat,tp ho chi minh,8900000
apple,iphone 14 pro max,da su dung chua sua chua,7-12 thang,tim,256.0,viet nam,da nang,18990000
xiaomi,redmi note 11,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,dong thap,2150000
apple,iphone 12 pro max,da su dung qua sua chua,het bao hanh,den,128.0,my,ha noi,9800000
apple,iphone 16 plus,moi,7-12 thang,xanh duong,128.0,my,ha noi,17900000
samsung,galaxy s24 ultra,da su dung chua sua chua,>12 thang,vang,256.0,viet nam,phu tho,24500000
apple,iphone 16 plus,moi,7-12 thang,xanh duong,128.0,my,ha noi,17900000
samsung,galaxy s24 ultra,da su dung chua sua chua,>12 thang,vang,256.0,viet nam,phu tho,24500000
oppo,a3,moi,3 thang,xanh duong,128.0,nuoc khac,tp ho chi minh,1150000
xiaomi,redmi k70 pro,moi,3 thang,trang,256.0,viet nam,can tho,9890000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,hong,32.0,viet nam,tra vinh,1100000
apple,iphone 4s,da su dung chua sua chua,het bao hanh,den,8.0,viet nam,tp ho chi minh,300000
huawei,p60 pro,da su dung chua sua chua,bao hanh hang,xanh la,256.0,trung quoc,tp ho chi minh,10300000
apple,iphone 12 pro max,moi,bao hanh hang,trang,256.0,my,tp ho chi minh,6800000
apple,iphone 11,da su dung chua sua chua,con bao hanh,vang hong,128.0,dang cap nhat,tp ho chi minh,3995555
samsung,galaxy m51,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,ha noi,2800000
xiaomi,redmi note 8 pro,da su dung chua sua chua,1 thang,trang,64.0,dang cap nhat,tp ho chi minh,2800000
apple,iphone 15 pro max,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,dang cap nhat,da nang,23500000
tecno,camon,da su dung chua sua chua,con bao hanh,xanh duong,256.0,trung quoc,tp ho chi minh,3500000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,bac,512.0,dang cap nhat,tp ho chi minh,8099999
apple,iphone 7,da su dung chua sua chua,het bao hanh,den,32.0,my,can tho,1190000
samsung,galaxy a33,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,ha noi,2600000
apple,iphone 13 pro max,moi,7-12 thang,trang,256.0,viet nam,tp ho chi minh,16800000
apple,iphone 14 pro,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,can tho,15900000
samsung,galaxy a8 plus,da su dung chua sua chua,bao hanh hang,den bong,64.0,dang cap nhat,tp ho chi minh,1100000
samsung,galaxy a8 plus,da su dung chua sua chua,bao hanh hang,den bong,64.0,dang cap nhat,tp ho chi minh,1100000
xiaomi,dong khac,da su dung chua sua chua,het bao hanh,tim,256.0,my,tp ho chi minh,4850000
oppo,a52,da su dung chua sua chua,bao hanh hang,bac,128.0,viet nam,ha noi,1300000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang hong,32.0,viet nam,dong thap,1000000
apple,iphone 7 plus,da su dung chua sua chua,3 thang,mau khac,32.0,nhat ban,tp ho chi minh,2200000
samsung,galaxy note 20 ultra,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,tp ho chi minh,7990000
apple,iphone 13,da su dung chua sua chua,con bao hanh,mau khac,128.0,dang cap nhat,da nang,7990000
apple,iphone 8 plus,da su dung chua sua chua,bao hanh hang,vang hong,64.0,dang cap nhat,nam dinh,3050000
samsung,galaxy note 9,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,ha noi,3000000
oppo,reno7,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,tp ho chi minh,3190000
samsung,galaxy a06,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,2450000
samsung,galaxy s9 plus,da su dung chua sua chua,het bao hanh,mau khac,128.0,viet nam,tp ho chi minh,790000
xiaomi,12 pro,da su dung chua sua chua,3 thang,xanh duong,128.0,viet nam,can tho,4990000
apple,iphone 11 pro max,moi,het bao hanh,xanh la,256.0,my,ha noi,5900000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,den,256.0,viet nam,tp ho chi minh,12500000
apple,iphone 14 pro,da su dung chua sua chua,>12 thang,trang,128.0,my,ha noi,16600000
apple,iphone 7,da su dung chua sua chua,het bao hanh,mau khac,32.0,viet nam,ha noi,1400000
apple,iphone 15 plus,da su dung chua sua chua,con bao hanh,den,128.0,dang cap nhat,binh phuoc,13900000
samsung,galaxy note 20,da su dung chua sua chua,het bao hanh,xam,256.0,dang cap nhat,can tho,3000000
realme,8,da su dung chua sua chua,het bao hanh,bac,128.0,viet nam,ha noi,2100000
samsung,galaxy z fold5,da su dung chua sua chua,4-6 thang,den bong,256.0,viet nam,tp ho chi minh,18990000
asus,zenfone 8,da su dung chua sua chua,het bao hanh,den bong,256.0,dai loan,tp ho chi minh,5150000
apple,iphone 14 plus,da su dung chua sua chua,het bao hanh,tim,128.0,my,can tho,13900000
apple,iphone 11,da su dung chua sua chua,>12 thang,trang,64.0,my,tp ho chi minh,4500000
apple,iphone 12 pro,moi,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,8690000
apple,iphone se,da su dung chua sua chua,het bao hanh,trang,64.0,nhat ban,thanh hoa,3900000
samsung,galaxy note 20,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,tp ho chi minh,5390000
vsmart,active 3,da su dung chua sua chua,het bao hanh,xanh la,64.0,nuoc khac,nam dinh,1000000
xiaomi,redmi note 12,moi,4-6 thang,den,128.0,viet nam,tp ho chi minh,2500000
samsung,galaxy a02s,da su dung chua sua chua,bao hanh hang,den bong,64.0,viet nam,tp ho chi minh,1200000
apple,iphone 11 pro,da su dung chua sua chua,con bao hanh,xanh duong,64.0,dang cap nhat,da nang,5490000
xiaomi,redmi k40,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,tp ho chi minh,3800000
hang khac,dong khac,da su dung chua sua chua,het bao hanh,vang,64.0,dang cap nhat,tp ho chi minh,3900000
xiaomi,dong khac,da su dung chua sua chua,4-6 thang,mau khac,128.0,nuoc khac,dong nai,5399000
apple,iphone xs,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,2899000
samsung,galaxy s6 edge plus,da su dung chua sua chua,bao hanh hang,den,32.0,dang cap nhat,tra vinh,750000
apple,iphone xs,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,2899000
samsung,galaxy s6 edge plus,da su dung chua sua chua,bao hanh hang,den,32.0,dang cap nhat,tra vinh,750000
apple,iphone 11,da su dung chua sua chua,het bao hanh,xanh la,64.0,viet nam,tp ho chi minh,4200000
samsung,galaxy a71,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,ha noi,2600000
samsung,galaxy a73,da su dung chua sua chua,het bao hanh,xam,128.0,viet nam,tp ho chi minh,4400000
oneplus,ace,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,nam dinh,7750000
apple,iphone 13 pro max,da su dung chua sua chua,4-6 thang,xanh la,256.0,viet nam,tp ho chi minh,14000000
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,trang,128.0,my,dong nai,10900000
apple,iphone 16 pro max,moi,4-6 thang,bac,256.0,nuoc khac,tp ho chi minh,25999999
apple,iphone 15 pro,moi,het bao hanh,xanh duong,128.0,my,can tho,20900000
samsung,galaxy z flip4,da su dung chua sua chua,1 thang,xanh duong,256.0,viet nam,tp ho chi minh,5900000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,vang,256.0,my,binh duong,5500000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,tp ho chi minh,9290000
oppo,find x,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,dang cap nhat,tp ho chi minh,2100000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,my,tp ho chi minh,9290000
oppo,find x,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,dang cap nhat,tp ho chi minh,2100000
apple,iphone 12,moi,con bao hanh,mau khac,64.0,my,tp ho chi minh,5990000
apple,iphone 6 plus,da su dung chua sua chua,het bao hanh,bac,64.0,viet nam,tp ho chi minh,550000
google,pixel 7,da su dung chua sua chua,con bao hanh,mau khac,128.0,my,tp ho chi minh,6990000
samsung,galaxy s24,da su dung chua sua chua,con bao hanh,tim,256.0,viet nam,tp ho chi minh,13890000
huawei,nova 2i,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,900000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh la,256.0,viet nam,tp ho chi minh,18900000
xiaomi,mi 11 ultra,da su dung chua sua chua,con bao hanh,den,256.0,trung quoc,da nang,7450000
oppo,reno,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,dong nai,4599000
apple,iphone 11 pro max,da su dung qua sua chua,het bao hanh,vang,256.0,viet nam,ba ria - vung tau,6000000
samsung,galaxy a9,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,950000
samsung,galaxy a12,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,dong nai,1700000
vivo,dong khac,moi,con bao hanh,tim,256.0,viet nam,tp ho chi minh,7300000
samsung,galaxy note 10 plus,da su dung chua sua chua,het bao hanh,mau khac,256.0,viet nam,ha noi,3750000
samsung,galaxy note 20 ultra,da su dung chua sua chua,4-6 thang,mau khac,128.0,nuoc khac,tp ho chi minh,7490000
apple,iphone xs max,da su dung qua sua chua,het bao hanh,vang,64.0,my,tp ho chi minh,4500000
apple,iphone xs max,da su dung qua sua chua,het bao hanh,vang,64.0,my,tp ho chi minh,4500000
xiaomi,redmi note 13,moi,con bao hanh,den,128.0,viet nam,da nang,3700000
vivo,dong khac,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,tp ho chi minh,9400000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,tim,256.0,viet nam,can tho,22500000
apple,iphone 11 pro,da su dung chua sua chua,het bao hanh,xanh la,64.0,my,can tho,6500000
samsung,galaxy z fold4,da su dung chua sua chua,1 thang,vang,256.0,viet nam,tp ho chi minh,10800000
honor,magic6 pro,da su dung chua sua chua,bao hanh hang,den,256.0,dang cap nhat,tp ho chi minh,14500000
huawei,dong khac,da su dung chua sua chua,bao hanh hang,vang hong,256.0,dang cap nhat,binh duong,3900000
samsung,galaxy a14,moi,7-12 thang,trang,128.0,viet nam,da nang,2500000
samsung,galaxy s21 ultra,da su dung chua sua chua,7-12 thang,mau khac,128.0,dang cap nhat,tp ho chi minh,7990000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,den bong,64.0,dang cap nhat,ha noi,4180000
oppo,f3 plus,da su dung chua sua chua,bao hanh hang,vang,64.0,dang cap nhat,tp ho chi minh,400000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,binh duong,18800000
samsung,galaxy s10,da su dung chua sua chua,het bao hanh,den bong,256.0,han quoc,binh duong,3800000
apple,iphone 14,da su dung chua sua chua,bao hanh hang,den,128.0,my,tp ho chi minh,11500000
samsung,galaxy a15	,moi,con bao hanh,xanh duong,128.0,viet nam,da nang,3600000
xiaomi,dong khac,da su dung chua sua chua,3 thang,den bong,256.0,nuoc khac,khanh hoa,8000000
xiaomi,mi 9t pro,da su dung qua sua chua,het bao hanh,do,64.0,trung quoc,dak lak,1650000
apple,iphone 12 pro,da su dung chua sua chua,het bao hanh,trang,256.0,nuoc khac,tp ho chi minh,7399000
oppo,find n3 flip,da su dung chua sua chua,con bao hanh,den,256.0,viet nam,tp ho chi minh,12590000
apple,iphone 11 pro,da su dung chua sua chua,het bao hanh,bac,64.0,dang cap nhat,da nang,4500000
samsung,galaxy a51,da su dung chua sua chua,bao hanh hang,xanh la,128.0,dang cap nhat,dak lak,2750000
samsung,galaxy a12,da su dung chua sua chua,het bao hanh,den,128.0,han quoc,can tho,1590000
oppo,reno11 pro,moi,7-12 thang,bac,512.0,viet nam,ha noi,10500000
apple,iphone 14 pro max,da su dung chua sua chua,3 thang,tim,256.0,viet nam,tp ho chi minh,18500000
apple,dong khac,da su dung chua sua chua,het bao hanh,vang,64.0,viet nam,tay ninh,2400000
vivo,dong khac,da su dung chua sua chua,bao hanh hang,xanh duong,512.0,dang cap nhat,tp ho chi minh,21500000
samsung,galaxy a31,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,tp ho chi minh,1800000
vsmart,active 3,da su dung chua sua chua,het bao hanh,den bong,64.0,nuoc khac,vinh long,1500000
xiaomi,redmi k40,da su dung chua sua chua,bao hanh hang,trang,256.0,trung quoc,ha noi,3150000
samsung,galaxy a52s,da su dung chua sua chua,bao hanh hang,trang,128.0,dang cap nhat,tp ho chi minh,2250000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,viet nam,can tho,23900000
apple,iphone 11,da su dung chua sua chua,het bao hanh,den,64.0,han quoc,vinh long,4500000
apple,dong khac,moi,con bao hanh,mau khac,8.0,nuoc khac,tp ho chi minh,3579000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,den,64.0,my,vinh phuc,7500000
samsung,galaxy j7 pro,da su dung chua sua chua,het bao hanh,den,32.0,viet nam,can tho,650000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,vang,128.0,dang cap nhat,tay ninh,6500000
sony,xperia 5,da su dung chua sua chua,con bao hanh,mau khac,128.0,dang cap nhat,tp ho chi minh,3590000
apple,iphone 12,da su dung chua sua chua,con bao hanh,mau khac,128.0,my,ha noi,7500000
oppo,a79,da su dung chua sua chua,4-6 thang,tim,256.0,dang cap nhat,dong nai,4200000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,xanh la,64.0,my,ha noi,7300000
apple,iphone 15 pro,da su dung chua sua chua,7-12 thang,xanh duong,128.0,viet nam,ha noi,21686000
apple,iphone 16 pro,da su dung chua sua chua,con bao hanh,xam,128.0,viet nam,tp ho chi minh,26790000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,viet nam,tp ho chi minh,18900000
nubia,red magic,da su dung chua sua chua,1 thang,bac,256.0,trung quoc,tp ho chi minh,14850000
oppo,a31,da su dung chua sua chua,bao hanh hang,xam,256.0,viet nam,tp ho chi minh,2000000
xiaomi,dong khac,da su dung qua sua chua,het bao hanh,trang,256.0,nuoc khac,bac ninh,7700000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xanh duong,256.0,my,hung yen,9000000
xiaomi,redmi k40s,da su dung chua sua chua,het bao hanh,den bong,256.0,nuoc khac,binh duong,3850000
oppo,a3s,da su dung chua sua chua,het bao hanh,den bong,32.0,nuoc khac,vinh long,850000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,my,tp ho chi minh,24290000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,den bong,64.0,my,lam dong,5900000
apple,iphone 14,da su dung chua sua chua,con bao hanh,den,128.0,my,can tho,9500000
vivo,dong khac,da su dung chua sua chua,3 thang,do,256.0,trung quoc,can tho,13400000
samsung,galaxy a13,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,tp ho chi minh,1890000
apple,iphone 13,da su dung chua sua chua,3 thang,do,128.0,nuoc khac,tp ho chi minh,9900000
samsung,galaxy a12,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,can tho,1799000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,15900000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xam,256.0,viet nam,tp ho chi minh,26000000
xiaomi,11t pro,moi,con bao hanh,xam,512.0,nuoc khac,tp ho chi minh,14500000
apple,iphone xs max,da su dung qua sua chua,het bao hanh,vang,64.0,viet nam,tien giang,5000000
vivo,y51,moi,con bao hanh,xanh duong,128.0,viet nam,tay ninh,2500000
apple,iphone xs max,da su dung qua sua chua,het bao hanh,vang,64.0,viet nam,tien giang,5000000
vivo,y51,moi,con bao hanh,xanh duong,128.0,viet nam,tay ninh,2500000
apple,iphone 16 pro,da su dung chua sua chua,con bao hanh,vang,256.0,viet nam,tp ho chi minh,26299000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,xanh duong,256.0,viet nam,ha noi,7500000
apple,iphone 16 plus,moi,con bao hanh,den,512.0,viet nam,can tho,30900000
apple,iphone 11,moi,3 thang,trang,256.0,my,tp ho chi minh,4800000
apple,iphone 12,moi,con bao hanh,mau khac,8.0,my,tp ho chi minh,5090000
tecno,dong khac,moi,7-12 thang,trang,64.0,trung quoc,tp ho chi minh,1800000
samsung,galaxy z fold3,da su dung chua sua chua,bao hanh hang,den,256.0,viet nam,tp ho chi minh,2999000
apple,iphone xr,da su dung chua sua chua,bao hanh hang,den,64.0,my,tp ho chi minh,3100000
xiaomi,redmi k50,da su dung chua sua chua,het bao hanh,xam,128.0,nuoc khac,binh duong,4700000
xiaomi,12s,da su dung chua sua chua,3 thang,den,128.0,viet nam,tp ho chi minh,5300000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,den bong,64.0,my,ha noi,3550000
samsung,galaxy note 20,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,thua thien hue,3500000
samsung,galaxy note 20,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,thua thien hue,3500000
google,pixel 4 xl,da su dung chua sua chua,bao hanh hang,vang hong,64.0,viet nam,ha noi,2500000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,vang,128.0,viet nam,can tho,22500000
apple,iphone xs max,moi,con bao hanh,mau khac,256.0,my,tp ho chi minh,4590000
realme,dong khac,da su dung chua sua chua,het bao hanh,vang,512.0,trung quoc,binh duong,5000000
oppo,reno5,da su dung chua sua chua,het bao hanh,trang,128.0,trung quoc,can tho,1850000
samsung,galaxy s10e,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,tp ho chi minh,2000000
google,dong khac,da su dung chua sua chua,7-12 thang,xanh la,128.0,nuoc khac,tp ho chi minh,3990000
oppo,a54,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,binh dinh,1500000
samsung,galaxy a35,moi,bao hanh hang,mau khac,128.0,viet nam,dong nai,6299000
vivo,dong khac,da su dung chua sua chua,bao hanh hang,den,512.0,dang cap nhat,tp ho chi minh,16500000
samsung,galaxy j7 plus,da su dung chua sua chua,4-6 thang,vang hong,32.0,han quoc,tp ho chi minh,950000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,ha noi,17500000
xiaomi,redmi note 13,da su dung chua sua chua,het bao hanh,den bong,128.0,dang cap nhat,tp ho chi minh,3000000
oppo,f1 plus,da su dung chua sua chua,het bao hanh,vang,64.0,my,tp ho chi minh,500000
oppo,f7,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,820000
oppo,f7,da su dung chua sua chua,bao hanh hang,den,64.0,dang cap nhat,tp ho chi minh,820000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,xanh la,256.0,dang cap nhat,tp ho chi minh,6500000
samsung,galaxy note 9,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,tp ho chi minh,1450000
apple,iphone 15 pro,da su dung chua sua chua,con bao hanh,den,128.0,my,can tho,20300000
samsung,galaxy note 20 ultra,da su dung chua sua chua,3 thang,trang,128.0,my,ha noi,4700000
apple,iphone 11,da su dung chua sua chua,con bao hanh,den,64.0,nuoc khac,tp ho chi minh,3890000
samsung,galaxy z flip5,da su dung chua sua chua,4-6 thang,mau khac,256.0,viet nam,tp ho chi minh,9700000
samsung,galaxy note 20 ultra,da su dung chua sua chua,con bao hanh,mau khac,256.0,nuoc khac,tp ho chi minh,5990000
samsung,galaxy s23 ultra,da su dung chua sua chua,con bao hanh,den,256.0,han quoc,tp ho chi minh,15990000
apple,iphone 12 mini,da su dung chua sua chua,4-6 thang,den,128.0,dang cap nhat,tp ho chi minh,6300000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,den,256.0,dang cap nhat,tp ho chi minh,22500000
apple,iphone 13 pro max,moi,7-12 thang,xanh duong,256.0,viet nam,tp ho chi minh,15000000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,hai phong,15000000
samsung,dong khac,da su dung chua sua chua,bao hanh hang,den,16.0,dang cap nhat,tp ho chi minh,600000
oppo,a5s,da su dung chua sua chua,bao hanh hang,xanh duong,32.0,dang cap nhat,ben tre,750000
samsung,galaxy s20 plus,da su dung chua sua chua,bao hanh hang,mau khac,128.0,my,ha noi,3333333
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,can tho,20800000
apple,iphone 12 pro,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,6500000
samsung,dong khac,da su dung chua sua chua,bao hanh hang,den,8.0,dang cap nhat,tp ho chi minh,180000
apple,iphone 13 pro max,da su dung chua sua chua,>12 thang,trang,128.0,my,da nang,10500000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,dong nai,14500000
apple,iphone 11,da su dung chua sua chua,het bao hanh,xanh la,64.0,viet nam,dong nai,4500000
apple,iphone 16 pro,da su dung chua sua chua,con bao hanh,vang,256.0,viet nam,tp ho chi minh,26290000
samsung,galaxy z flip5,da su dung chua sua chua,con bao hanh,xanh la,512.0,viet nam,can tho,11500000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,den,64.0,my,ha noi,4800000
xiaomi,redmi 9a,da su dung chua sua chua,het bao hanh,xanh duong,64.0,trung quoc,bac giang,900000
samsung,galaxy s22,da su dung chua sua chua,bao hanh hang,trang,128.0,my,tp ho chi minh,6890000
samsung,galaxy m51,da su dung chua sua chua,het bao hanh,den bong,128.0,dang cap nhat,tp ho chi minh,3400000
xiaomi,mi 11 ultra,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,tp ho chi minh,2900000
samsung,galaxy s24 plus,moi,con bao hanh,mau khac,256.0,viet nam,tp ho chi minh,15390000
samsung,galaxy note 9,da su dung chua sua chua,con bao hanh,mau khac,128.0,nuoc khac,tp ho chi minh,2990000
apple,iphone 14,da su dung chua sua chua,con bao hanh,vang,256.0,nuoc khac,tp ho chi minh,15200000
samsung,galaxy s21 plus,da su dung chua sua chua,4-6 thang,mau khac,256.0,dang cap nhat,tp ho chi minh,5900000
sony,dong khac,da su dung chua sua chua,con bao hanh,mau khac,128.0,nhat ban,tp ho chi minh,7490000
xiaomi,redmi 13,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,can tho,3600000
apple,iphone 8,da su dung chua sua chua,bao hanh hang,trang,64.0,dang cap nhat,ha noi,1750000
apple,iphone 12 pro max,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,my,tp ho chi minh,11950000
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,hong,128.0,dang cap nhat,bac ninh,16900000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,vang,128.0,nuoc khac,binh duong,19500000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,512.0,my,tp ho chi minh,18400000
apple,iphone 14 pro max,da su dung chua sua chua,1 thang,den,256.0,my,da nang,17900000
apple,iphone 11,da su dung chua sua chua,het bao hanh,trang,64.0,my,ha noi,4200000
samsung,galaxy s21 plus,da su dung chua sua chua,het bao hanh,mau khac,128.0,viet nam,tp ho chi minh,2400000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,12500000
apple,iphone 14,da su dung chua sua chua,het bao hanh,den bong,128.0,my,tp ho chi minh,9000000
huawei,p30 pro,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,tp ho chi minh,3200000
sony,dong khac,da su dung chua sua chua,bao hanh hang,trang,128.0,nhat ban,tp ho chi minh,7490000
samsung,galaxy s21,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,da nang,1900000
xiaomi,13 pro,da su dung chua sua chua,bao hanh hang,den,256.0,viet nam,tp ho chi minh,6900000
samsung,galaxy s22 ultra,da su dung chua sua chua,con bao hanh,mau khac,256.0,nuoc khac,tp ho chi minh,8390000
